24.37, 1015.47, 36.68, -18.46, 767.00

24.38, 1015.50, 36.66, -18.73, 767.00

24.38, 1015.48, 36.67, -18.55, 767.00

24.38, 1015.47, 36.69, -18.46, 767.00

24.38, 1015.48, 36.72, -18.54, 767.00

24.38, 1015.50, 36.75, -18.75, 767.00

24.38, 1015.49, 36.77, -18.65, 767.00

24.38, 1015.48, 36.77, -18.56, 767.00

24.39, 1015.50, 36.79, -18.73, 767.00

24.38, 1015.47, 36.79, -18.51, 767.00

24.39, 1015.50, 36.79, -18.75, 768.00

24.39, 1015.49, 36.78, -18.67, 768.00

24.38, 1015.51, 36.77, -18.79, 768.00

24.38, 1015.48, 36.72, -18.51, 768.00

24.38, 1015.50, 36.72, -18.68, 768.00

24.38, 1015.50, 36.72, -18.74, 768.00

24.37, 1015.46, 36.70, -18.40, 768.00

24.37, 1015.51, 36.69, -18.79, 768.00

24.37, 1015.49, 36.69, -18.64, 768.00

24.37, 1015.49, 36.71, -18.60, 768.00

24.38, 1015.49, 36.76, -18.66, 769.00

24.36, 1015.47, 36.79, -18.51, 769.00

24.38, 1015.49, 36.81, -18.60, 769.00

24.38, 1015.47, 36.84, -18.50, 769.00

24.38, 1015.47, 36.87, -18.48, 769.00

24.38, 1015.48, 36.88, -18.40, 769.00

24.38, 1015.44, 36.91, -18.23, 769.00

24.38, 1015.46, 36.93, -18.36, 769.00

24.38, 1015.45, 36.95, -18.31, 769.00

24.39, 1015.48, 36.98, -18.53, 769.00

24.39, 1015.48, 37.01, -18.56, 769.00

24.40, 1015.50, 37.05, -18.70, 769.00

24.40, 1015.49, 37.08, -18.63, 769.00

24.40, 1015.51, 37.12, -18.77, 769.00

24.40, 1015.47, 37.17, -18.48, 769.00

24.40, 1015.45, 37.17, -18.32, 770.00

24.40, 1015.51, 37.15, -18.77, 770.00

24.40, 1015.43, 37.15, -18.15, 770.00

24.42, 1015.46, 37.18, -18.35, 770.00

24.41, 1015.46, 37.18, -18.36, 770.00

24.42, 1015.46, 37.16, -18.42, 771.00

24.43, 1015.47, 37.16, -18.49, 771.00

24.43, 1015.46, 37.17, -18.38, 771.00

24.43, 1015.46, 37.15, -18.40, 771.00

24.43, 1015.45, 37.13, -18.32, 771.00

24.45, 1015.50, 37.12, -18.68, 771.00

24.45, 1015.49, 37.14, -18.63, 771.00

24.45, 1015.51, 37.15, -18.79, 771.00

 

